time,loc,latitude,longitude,depth,mag,id,place
2018-11-30T21:40:06.179Z,"61.4523,-149.9891",61.4523,-149.9891,36.8,2.9,ak20463527,"7km SSW of Big Lake, Alaska"
2018-11-30T21:40:34.178Z,"61.4198,-150.008",61.4198,-150.008,40.6,2.9,ak20463528,"11km SSW of Big Lake, Alaska"
2018-11-30T21:40:54.804Z,"61.4458,-149.9421",61.4458,-149.9421,45.1,2.7,ak20463529,"8km S of Big Lake, Alaska"
2018-11-30T21:45:01.247Z,"61.4976,-149.904",61.4976,-149.904,36,3,ak20463533,"3km SE of Big Lake, Alaska"
2018-11-30T21:45:15.587Z,"61.3983,-150.0278",61.3983,-150.0278,47.9,3.2,ak20463534,"13km S of Big Lake, Alaska"
2018-11-30T21:46:06.315Z,"61.5138,-149.9044",61.5138,-149.9044,35.6,3.1,ak20463535,"2km ESE of Big Lake, Alaska"
2018-11-30T21:46:25.635Z,"61.3858,-149.9966",61.3858,-149.9966,41.5,3.8,ak20463536,"12km SSW of Big Lake, Alaska"
2018-11-30T21:50:43.532Z,"61.446,-149.921",61.446,-149.921,32.4,2.6,ak20463538,"8km SSE of Big Lake, Alaska"
2018-11-30T21:51:12.965Z,"61.4104,-150.0331",61.4104,-150.0331,37.4,2.9,ak20463539,"13km SSW of Big Lake, Alaska"
2018-11-30T21:52:26.618Z,"61.3899,-150.0613",61.3899,-150.0613,33.2,2.6,ak20463540,"15km SSW of Big Lake, Alaska"
2018-11-30T21:53:21.432Z,"61.3653,-150.0313",61.3653,-150.0313,39.7,2.6,ak20463541,"17km NNW of Anchorage, Alaska"
2018-11-30T21:54:15.862Z,"61.4546,-149.9302",61.4546,-149.9302,50.2,2.6,ak20463542,"7km S of Big Lake, Alaska"
2018-11-30T21:55:10.489Z,"61.3753,-150.0703",61.3753,-150.0703,41.6,3.3,ak20463543,"17km SSW of Big Lake, Alaska"
2018-11-30T21:55:28.739Z,"61.4041,-150.0727",61.4041,-150.0727,39.6,3.2,ak20463544,"14km SSW of Big Lake, Alaska"
2018-11-30T21:57:04.227Z,"61.4426,-149.9984",61.4426,-149.9984,37.6,2.8,ak20463545,"9km SSW of Big Lake, Alaska"
2018-11-30T21:58:50.970Z,"61.4683,-149.9339",61.4683,-149.9339,35.4,2.7,ak20463546,"6km S of Big Lake, Alaska"
2018-11-30T22:03:27.478Z,"61.3607,-150.0804",61.3607,-150.0804,41.2,2.6,ak20463548,"18km SSW of Big Lake, Alaska"
2018-11-30T22:05:30.659Z,"61.5236,-149.9553",61.5236,-149.9553,37.9,3.2,ak20463549,"5km NNW of Big Lake, Alaska"
2018-11-30T22:06:03.234Z,"61.5019,-149.9566",61.5019,-149.9566,45.1,2.5,ak20463550,"2km S of Big Lake, Alaska"
2018-11-30T22:08:54.256Z,"61.3694,-150.0535",61.3694,-150.0535,36.7,2.7,ak20463553,"17km SSW of Big Lake, Alaska"
2018-11-30T22:10:03.199Z,"61.3938,-150.0652",61.3938,-150.0652,37.8,3.3,ak20463554,"11km SW of Big Lake, Alaska"
2018-11-30T22:13:43.225Z,"61.4306,-149.947",61.4306,-149.947,30.4,2.6,ak20420416,"10km S of Big Lake, Alaska"
2018-11-30T22:18:44.258Z,"61.439,-149.9708",61.439,-149.9708,46,2.6,ak20463561,"9km S of Big Lake, Alaska"
2018-11-30T22:20:35.471Z,"61.3452,-150.0884",61.3452,-150.0884,36.2,2.8,ak20420423,"17km NW of Anchorage, Alaska"
2018-11-30T22:22:34.015Z,"61.3697,-150.0665",61.3697,-150.0665,29.3,3,ak20420426,"18km NNW of Anchorage, Alaska"
2018-11-30T22:23:03.187Z,"61.4912,-149.7128",61.4912,-149.7128,52.5,2.8,ak20463566,"6km WSW of Knik-Fairview, Alaska"
2018-11-30T22:27:48.224Z,"61.4614,-149.9781",61.4614,-149.9781,31.1,2.5,ak20420442,"12km SSW of Big Lake, Alaska"
2018-11-30T22:35:04.121Z,"61.4114,-149.909",61.4114,-149.909,31.6,2.5,ak20420463,"13km S of Big Lake, Alaska"
2018-11-30T22:36:32.116Z,"61.4742,-149.9257",61.4742,-149.9257,28,2.7,ak20420467,"8km S of Big Lake, Alaska"
2018-11-30T22:50:47.641Z,"61.4208,-149.9151",61.4208,-149.9151,46.4,3,ak20463585,"10km S of Big Lake, Alaska"
2018-11-30T22:52:27.952Z,"61.487,-149.9503",61.487,-149.9503,37.9,3.2,ak20463586,"3km S of Big Lake, Alaska"
2018-11-30T22:59:39.382Z,"61.4647,-149.9109",61.4647,-149.9109,31.3,2.9,ak20463590,"6km SSE of Big Lake, Alaska"
2018-11-30T23:02:53.461Z,"61.3576,-150.0358",61.3576,-150.0358,34.9,3.5,ak20420473,"16km NNW of Anchorage, Alaska"
2018-11-30T23:07:48.030Z,"61.5327,-149.9472",61.5327,-149.9472,39.7,4.1,ak20420496,"6km SW of Big Lake, Alaska"
2018-11-30T23:10:58.830Z,"61.4941,-149.9288",61.4941,-149.9288,40.3,3.2,ak20463596,"3km SSE of Big Lake, Alaska"
2018-11-30T23:12:07.068Z,"61.5233,-149.935",61.5233,-149.935,41.1,3.1,ak20463597,"1km ENE of Big Lake, Alaska"
2018-11-30T23:12:57.433Z,"61.4862,-149.9312",61.4862,-149.9312,40.8,3.5,ak20463598,"4km SSE of Big Lake, Alaska"
2018-11-30T23:14:01.343Z,"61.4969,-149.9365",61.4969,-149.9365,38.9,3.4,ak20463599,"2km SSE of Big Lake, Alaska"
2018-11-30T23:15:39.040Z,"61.5049,-149.9474",61.5049,-149.9474,33.3,2.9,ak20463600,"1km SSE of Big Lake, Alaska"
2018-11-30T23:21:03.559Z,"61.4895,-149.9453",61.4895,-149.9453,37.7,2.8,ak20463605,"3km S of Big Lake, Alaska"
2018-11-30T23:23:49.362Z,"61.4494,-149.9655",61.4494,-149.9655,40.5,2.6,ak20463607,"8km S of Big Lake, Alaska"
2018-11-30T23:24:31.274Z,"61.4162,-150.0844",61.4162,-150.0844,42.8,2.8,ak20463608,"13km SSW of Big Lake, Alaska"
2018-11-30T23:28:33.272Z,"61.2475,-150.0411",61.2475,-150.0411,31.3,2.6,ak20420516,"8km WNW of Anchorage, Alaska"
2018-11-30T23:28:50.219Z,"61.4386,-150.0035",61.4386,-150.0035,43.8,2.6,ak20463612,"9km SSW of Big Lake, Alaska"
2018-11-30T23:29:33.227Z,"61.3579,-150.154",61.3579,-150.154,32.7,2.7,ak20420522,"20km NW of Anchorage, Alaska"
2018-11-30T23:30:52.074Z,"61.505,-149.8891",61.505,-149.8891,31.5,2.5,ak20463614,"3km ESE of Big Lake, Alaska"
2018-11-30T23:31:42.488Z,"61.2736,-149.9306",61.2736,-149.9306,38.8,2.5,ak20420526,"6km NNW of Anchorage, Alaska"
2018-11-30T23:38:54.461Z,"61.3705,-149.9904",61.3705,-149.9904,34.4,2.5,ak20420537,"16km S of Big Lake, Alaska"
2018-11-30T23:39:00.892Z,"61.3811,-150.118",61.3811,-150.118,42.4,2.5,ak20420538,"19km NW of Anchorage, Alaska"
2018-11-30T23:43:13.092Z,"61.4321,-149.9079",61.4321,-149.9079,32.3,2.5,ak20420551,"9km SSE of Big Lake, Alaska"
2018-11-30T23:45:40.720Z,"61.4904,-149.9046",61.4904,-149.9046,30.9,3.1,ak20463624,"4km SSE of Big Lake, Alaska"
2018-11-30T23:50:04.657Z,"61.4825,-149.925",61.4825,-149.925,35,3.4,ak20420556,"5km SSE of Big Lake, Alaska"
2018-11-30T23:51:00.780Z,"61.4288,-149.9913",61.4288,-149.9913,51.41,3.9,us1000i3fk,"10km S of Big Lake, Alaska"
2018-11-30T23:59:51.262Z,"61.4788,-150.0051",61.4788,-150.0051,36.2,2.8,ak20420560,"10km SW of Big Lake, Alaska"
2018-12-01T00:00:13.399Z,"61.3223,-150.0858",61.3223,-150.0858,33.3,3.3,ak20420565,"17km NW of Anchorage, Alaska"
2018-12-01T00:02:02.722Z,"61.3875,-150.0819",61.3875,-150.0819,35.7,2.6,ak20420579,"16km SSW of Big Lake, Alaska"
2018-12-01T00:02:19.071Z,"61.4735,-150.0362",61.4735,-150.0362,46.9,2.6,ak20560214,"6km SW of Big Lake, Alaska"
2018-12-01T00:04:10.561Z,"61.4707,-149.9474",61.4707,-149.9474,38.4,3,ak20420588,"8km SSW of Big Lake, Alaska"
2018-12-01T00:06:34.362Z,"61.4261,-150.1288",61.4261,-150.1288,35.5,2.5,ak20420597,"14km SW of Big Lake, Alaska"
2018-12-01T00:07:02.755Z,"61.5003,-149.9101",61.5003,-149.9101,39,3,ak20420596,"2km ESE of Big Lake, Alaska"
2018-12-01T00:08:10.226Z,"61.3799,-149.9979",61.3799,-149.9979,40.2,3.1,ak20560220,"15km S of Big Lake, Alaska"
2018-12-01T00:11:32.748Z,"61.512,-149.9229",61.512,-149.9229,40.9,2.9,ak20560225,"6km ESE of Big Lake, Alaska"
2018-12-01T00:12:11.981Z,"61.3857,-150.0618",61.3857,-150.0618,37.5,3.4,ak20560227,"16km SSW of Big Lake, Alaska"
2018-12-01T00:14:37.404Z,"61.4877,-149.9751",61.4877,-149.9751,41.6,2.5,ak20560230,"3km SSW of Big Lake, Alaska"
2018-12-01T00:14:50.831Z,"61.5096,-149.7391",61.5096,-149.7391,40.1,2.5,ak20560231,"7km W of Knik-Fairview, Alaska"
2018-12-01T00:16:40.575Z,"61.4882,-149.9482",61.4882,-149.9482,43.7,2.8,ak20420598,"3km S of Big Lake, Alaska"
2018-12-01T00:16:55.099Z,"61.3745,-149.9474",61.3745,-149.9474,41.9,3,ak20420599,"15km NNW of Anchorage, Alaska"
2018-12-01T00:18:56.152Z,"61.3757,-150.0213",61.3757,-150.0213,34.6,3.5,ak20420608,"14km SSW of Big Lake, Alaska"
2018-12-01T00:27:07.868Z,"61.4454,-149.9719",61.4454,-149.9719,37.4,2.6,ak20420631,"14km SSW of Big Lake, Alaska"
2018-12-01T00:34:12.288Z,"61.3767,-150.0696",61.3767,-150.0696,37.9,3.3,ak20420658,"18km NW of Anchorage, Alaska"
2018-12-01T00:37:37.518Z,"61.2375,-149.9114",61.2375,-149.9114,29.6,2.5,ak20420672,"2km NNW of Anchorage, Alaska"
2018-12-01T00:41:56.277Z,"61.3569,-150.0227",61.3569,-150.0227,53.5,3.4,ak20420686,"14km NNW of Anchorage, Alaska"
2018-12-01T00:42:51.715Z,"61.4854,-149.9257",61.4854,-149.9257,35.5,2.5,ak20560257,"4km SSE of Big Lake, Alaska"
2018-12-01T00:43:25.261Z,"61.3945,-150.054",61.3945,-150.054,36.4,2.7,ak20420692,"15km SSW of Big Lake, Alaska"
2018-12-01T00:44:45.145Z,"61.3685,-150.0539",61.3685,-150.0539,39.5,2.5,ak20420697,"17km SSW of Big Lake, Alaska"
2018-12-01T00:45:02.625Z,"61.3703,-150.0332",61.3703,-150.0332,38.7,2.5,ak20420699,"17km SSW of Big Lake, Alaska"
2018-12-01T00:51:50.038Z,"61.4362,-149.9772",61.4362,-149.9772,34,2.7,ak20420723,"9km S of Big Lake, Alaska"
2018-12-01T00:54:30.245Z,"61.4423,-149.9245",61.4423,-149.9245,30.4,2.6,ak20420741,"8km S of Big Lake, Alaska"
2018-12-01T00:56:23.181Z,"61.4692,-150.0238",61.4692,-150.0238,49.9,3.2,ak20420751,"12km SSW of Big Lake, Alaska"
2018-12-01T00:59:35.088Z,"61.4865,-149.9168",61.4865,-149.9168,34.1,2.7,ak20420892,"3km SSE of Big Lake, Alaska"
2018-12-01T00:59:59.471Z,"61.4026,-150.0403",61.4026,-150.0403,35.4,2.8,ak20420896,"13km SSW of Big Lake, Alaska"
2018-12-01T01:16:10.928Z,"61.465,-149.9001",61.465,-149.9001,28.2,3.3,ak20420969,"6km SSE of Big Lake, Alaska"
2018-12-01T01:21:14.646Z,"61.4855,-149.9429",61.4855,-149.9429,39.8,3.4,ak20560295,"4km S of Big Lake, Alaska"
2018-12-01T01:21:56.882Z,"61.4958,-149.9371",61.4958,-149.9371,34.9,2.6,ak20560296,"2km SSE of Big Lake, Alaska"
2018-12-01T01:23:39.693Z,"61.4344,-149.9463",61.4344,-149.9463,29.2,2.8,ak20560298,"9km S of Big Lake, Alaska"
2018-12-01T01:26:26.848Z,"61.3715,-150.0799",61.3715,-150.0799,40.4,2.5,ak20560300,"17km SSW of Big Lake, Alaska"
2018-12-01T01:27:02.857Z,"61.4831,-149.9119",61.4831,-149.9119,34.9,2.7,ak20560301,"4km SSE of Big Lake, Alaska"
2018-12-01T01:28:55.245Z,"61.5081,-149.9072",61.5081,-149.9072,41.9,2.7,ak20560303,"2km ESE of Big Lake, Alaska"
2018-12-01T01:29:30.896Z,"61.3814,-150.0394",61.3814,-150.0394,40,2.8,ak20560304,"16km SSW of Big Lake, Alaska"
2018-12-01T01:34:25.745Z,"61.5077,-150.0612",61.5077,-150.0612,53.8,2.7,ak20560308,"5km WSW of Big Lake, Alaska"
2018-12-01T01:35:00.031Z,"61.5289,-149.9405",61.5289,-149.9405,37.8,3,ak20560309,"1km NE of Big Lake, Alaska"
2018-12-01T01:45:55.598Z,"61.3627,-150.0097",61.3627,-150.0097,38.3,2.8,ak20560319,"17km NNW of Anchorage, Alaska"
2018-12-01T01:46:16.026Z,"61.4889,-149.9748",61.4889,-149.9748,44.9,2.6,ak20560320,"3km SSW of Big Lake, Alaska"
2018-12-01T01:55:40.513Z,"61.3583,-150.04",61.3583,-150.04,40.1,2.8,ak20560330,"12km SSW of Big Lake, Alaska"
2018-12-01T01:56:08.437Z,"61.4312,-150.0646",61.4312,-150.0646,36.9,2.8,ak20560331,"11km SSW of Big Lake, Alaska"
2018-12-01T01:56:20.129Z,"61.4602,-150.0002",61.4602,-150.0002,45.7,3.3,ak20560332,"7km SSW of Big Lake, Alaska"
2018-12-01T01:58:38.592Z,"61.4382,-149.9383",61.4382,-149.9383,30.2,2.5,ak20560334,"9km S of Big Lake, Alaska"
2018-12-01T02:00:51.161Z,"61.4486,-149.9804",61.4486,-149.9804,42.5,2.9,ak20560335,"8km S of Big Lake, Alaska"
2018-12-01T02:01:20.358Z,"61.4381,-149.9503",61.4381,-149.9503,35.1,3.1,ak20560336,"11km S of Big Lake, Alaska"
2018-12-01T02:02:07.505Z,"61.4272,-149.9051",61.4272,-149.9051,32,2.6,ak20560337,"10km SSE of Big Lake, Alaska"
2018-12-01T02:03:36.982Z,"61.3655,-149.9966",61.3655,-149.9966,39,2.9,ak20560338,"17km NNW of Anchorage, Alaska"
2018-12-01T02:05:56.261Z,"61.472,-149.9342",61.472,-149.9342,40.4,3.2,ak20560340,"1km ENE of Big Lake, Alaska"
2018-12-01T02:13:59.218Z,"61.3718,-150.0432",61.3718,-150.0432,34.4,3,ak20560346,"12km SSW of Big Lake, Alaska"
2018-12-01T02:18:15.444Z,"61.4267,-149.9398",61.4267,-149.9398,29.7,2.9,ak20560348,"8km SSE of Big Lake, Alaska"
2018-12-01T02:22:33.614Z,"61.448,-150.0399",61.448,-150.0399,37.9,2.5,ak20560356,"9km SSW of Big Lake, Alaska"
2018-12-01T02:23:15.475Z,"61.5023,-149.9225",61.5023,-149.9225,39.3,2.9,ak20560357,"2km SE of Big Lake, Alaska"
2018-12-01T02:50:34.061Z,"61.5013,-149.9699",61.5013,-149.9699,24.5,3.2,ak20421024,"5km SSW of Big Lake, Alaska"
2018-12-01T02:51:01.573Z,"61.4615,-149.9547",61.4615,-149.9547,38.2,3.3,ak20421030,"4km N of Big Lake, Alaska"
2018-12-01T03:04:23.473Z,"61.48,-149.7454",61.48,-149.7454,44.8,3.2,ak20421066,"3km SSE of Big Lake, Alaska"
2018-12-01T03:05:05.831Z,"61.4935,-149.9599",61.4935,-149.9599,42.2,2.5,ak20560404,"3km S of Big Lake, Alaska"
2018-12-01T03:12:49.491Z,"61.3554,-150.044",61.3554,-150.044,40.6,2.6,ak20421099,"19km NW of Anchorage, Alaska"
2018-12-01T03:36:17.796Z,"61.484,-149.926",61.484,-149.926,35.4,2.6,ak20560444,"4km SSE of Big Lake, Alaska"
2018-12-01T03:36:35.472Z,"61.4362,-150.0719",61.4362,-150.0719,36,2.6,ak20560445,"11km SSW of Big Lake, Alaska"
2018-12-01T03:38:02.445Z,"61.3651,-150.0084",61.3651,-150.0084,27.3,3.6,ak20421134,"16km NNW of Anchorage, Alaska"
2018-12-01T03:58:07.133Z,"61.4386,-149.9812",61.4386,-149.9812,45.1,2.9,ak20421176,"3km S of Big Lake, Alaska"
2018-12-01T04:15:14.194Z,"61.4719,-149.7824",61.4719,-149.7824,38.3,2.9,ak20421212,"7km W of Knik-Fairview, Alaska"
2018-12-01T04:16:39.450Z,"61.3722,-150.0502",61.3722,-150.0502,38,2.5,ak20421233,"17km SSW of Big Lake, Alaska"
2018-12-01T04:28:17.704Z,"61.475,-149.9143",61.475,-149.9143,25.3,2.9,ak20421262,"7km SSW of Big Lake, Alaska"
2018-12-01T04:28:51.725Z,"61.4894,-149.948",61.4894,-149.948,37.5,3.1,ak20560505,"3km S of Big Lake, Alaska"
2018-12-01T04:32:39.974Z,"61.4066,-150.0402",61.4066,-150.0402,30.1,2.7,ak20421272,"19km SSW of Big Lake, Alaska"
2018-12-01T04:52:40.403Z,"61.2983,-149.9727",61.2983,-149.9727,43.7,2.8,ak20421303,"9km NNW of Anchorage, Alaska"
2018-12-01T04:53:07.702Z,"61.4562,-149.9665",61.4562,-149.9665,35,2.9,ak20421302,"14km SSW of Big Lake, Alaska"
2018-12-01T04:54:41.662Z,"61.4703,-149.9165",61.4703,-149.9165,37,2.7,ak20560531,"6km SSE of Big Lake, Alaska"
2018-12-01T04:54:59.746Z,"61.4881,-149.9349",61.4881,-149.9349,30.2,2.7,ak20421309,"5km SSW of Big Lake, Alaska"
2018-12-01T05:22:49.001Z,"61.3644,-150.0586",61.3644,-150.0586,32.7,3.1,ak20421389,"17km NW of Anchorage, Alaska"
2018-12-01T05:25:40.909Z,"61.4633,-149.8849",61.4633,-149.8849,31.1,4,ak20421401,"7km SSE of Big Lake, Alaska"
2018-12-01T05:31:54.143Z,"61.376,-149.9781",61.376,-149.9781,44.8,4.6,ak20421432,"13km SSW of Big Lake, Alaska"
2018-12-01T05:36:20.480Z,"61.3817,-150.0549",61.3817,-150.0549,40,2.9,ak20560570,"16km SSW of Big Lake, Alaska"
2018-12-01T05:42:11.188Z,"61.4555,-149.8473",61.4555,-149.8473,35,2.6,ak20421425,"9km SE of Big Lake, Alaska"
2018-12-01T05:42:30.739Z,"61.4961,-149.9334",61.4961,-149.9334,36.4,2.6,ak20421422,"4km WSW of Big Lake, Alaska"
2018-12-01T06:08:28.517Z,"61.3359,-149.9906",61.3359,-149.9906,37.1,3.7,ak20421490,"14km NNW of Anchorage, Alaska"
2018-12-01T06:12:43.689Z,"61.4581,-149.9511",61.4581,-149.9511,25,2.6,ak20421510,"9km SSW of Big Lake, Alaska"
2018-12-01T06:14:03.917Z,"61.473,-149.9693",61.473,-149.9693,35.2,3.2,ak20421517,"8km SSW of Big Lake, Alaska"
2018-12-01T06:15:09.275Z,"61.4196,-150.1202",61.4196,-150.1202,22.6,2.5,ak20421526,"14km SW of Big Lake, Alaska"
2018-12-01T06:20:24.068Z,"61.4708,-149.9161",61.4708,-149.9161,24.7,2.6,ak20560608,"8km SSE of Big Lake, Alaska"
2018-12-01T06:20:56.620Z,"61.3823,-150.1079",61.3823,-150.1079,36.4,2.8,ak20560609,"17km SSW of Big Lake, Alaska"
2018-12-01T06:29:27.046Z,"61.4221,-149.9009",61.4221,-149.9009,43.4,2.8,ak20421537,"13km S of Big Lake, Alaska"
2018-12-01T06:52:49.917Z,"61.478,-149.9636",61.478,-149.9636,34.8,3,ak20421612,"8km SW of Big Lake, Alaska"
2018-12-01T06:59:16.671Z,"61.4278,-150.064",61.4278,-150.064,33,3,ak20421632,"14km SSW of Big Lake, Alaska"
2018-12-01T07:05:11.426Z,"61.482,-149.9386",61.482,-149.9386,38.1,3.3,ak20421654,"6km SSW of Big Lake, Alaska"
2018-12-01T07:06:25.575Z,"61.3546,-149.9912",61.3546,-149.9912,30.5,2.9,ak20421659,"15km NNW of Anchorage, Alaska"
2018-12-01T07:07:28.385Z,"61.4027,-150.0564",61.4027,-150.0564,22.8,4.5,ak20421677,"14km SSW of Big Lake, Alaska"
2018-12-01T07:07:37.990Z,"61.4833,-149.9362",61.4833,-149.9362,51.3,5,ak20421672,"1km SSE of Big Lake, Alaska"
2018-12-01T07:21:43.367Z,"61.4891,-149.9384",61.4891,-149.9384,41.6,3,ak20560664,"4km S of Big Lake, Alaska"
2018-12-01T07:23:24.124Z,"61.4896,-149.952",61.4896,-149.952,42.5,2.8,ak20560665,"3km S of Big Lake, Alaska"
2018-12-01T07:25:14.201Z,"61.5001,-149.894",61.5001,-149.894,34.7,2.5,ak20560668,"3km SE of Big Lake, Alaska"
2018-12-01T07:25:33.321Z,"61.4232,-149.9206",61.4232,-149.9206,31.4,2.5,ak20560669,"11km S of Big Lake, Alaska"
2018-12-01T07:29:40.693Z,"61.3787,-150.0607",61.3787,-150.0607,34.3,2.5,ak20560673,"16km SSW of Big Lake, Alaska"
2018-12-01T07:30:12.285Z,"61.4799,-149.9184",61.4799,-149.9184,30,2.5,ak20560674,"7km SSE of Big Lake, Alaska"
2018-12-01T07:34:30.684Z,"61.4027,-150.0559",61.4027,-150.0559,39.9,2.8,ak20560678,"14km SSW of Big Lake, Alaska"
2018-12-01T07:35:05.634Z,"61.4701,-149.8995",61.4701,-149.8995,33.7,3.6,ak20421760,"7km SSE of Big Lake, Alaska"
2018-12-01T07:40:33.202Z,"61.4903,-149.9277",61.4903,-149.9277,41,2.5,ak20560682,"3km SSE of Big Lake, Alaska"
2018-12-01T07:41:00.007Z,"61.4515,-149.9095",61.4515,-149.9095,36.9,2.5,ak20560683,"8km SSE of Big Lake, Alaska"
2018-12-01T07:44:02.307Z,"61.4524,-149.9908",61.4524,-149.9908,35.7,2.9,ak20421773,"10km SSW of Big Lake, Alaska"
2018-12-01T07:57:22.619Z,"61.3548,-149.9913",61.3548,-149.9913,42.9,5.2,ak20421831,"16km NNW of Anchorage, Alaska"
2018-12-01T08:02:48.973Z,"61.3029,-149.9375",61.3029,-149.9375,45,3.9,ak20421858,"4km NNW of Anchorage, Alaska"
2018-12-01T08:10:11.456Z,"61.4307,-149.9409",61.4307,-149.9409,25,3,ak20421916,"14km SSW of Big Lake, Alaska"
2018-12-01T08:19:47.752Z,"61.475,-149.9682",61.475,-149.9682,36.7,2.8,ak20421971,"5km S of Big Lake, Alaska"
2018-12-01T08:19:57.218Z,"61.4711,-149.9389",61.4711,-149.9389,44.9,3,ak20421983,"3km SSE of Big Lake, Alaska"
2018-12-01T08:20:41.621Z,"61.4948,-149.9102",61.4948,-149.9102,35.3,2.8,ak20560730,"3km SE of Big Lake, Alaska"
2018-12-01T08:21:09.515Z,"61.4594,-149.9873",61.4594,-149.9873,32.6,3.5,ak20560731,"6km SSW of Big Lake, Alaska"
2018-12-01T08:21:48.440Z,"61.4466,-149.9403",61.4466,-149.9403,32.1,3.4,ak20560732,"8km S of Big Lake, Alaska"
2018-12-01T08:24:46.026Z,"61.4097,-150.0229",61.4097,-150.0229,37.7,2.7,ak20560734,"12km SSW of Big Lake, Alaska"
2018-12-01T08:35:24.111Z,"61.408,-149.9165",61.408,-149.9165,38.2,2.8,ak20422005,"11km S of Big Lake, Alaska"
2018-12-01T08:53:15.319Z,"61.3532,-150.0805",61.3532,-150.0805,31.7,2.8,ak20422050,"19km NW of Anchorage, Alaska"
2018-12-01T08:55:55.502Z,"61.462,-149.9478",61.462,-149.9478,39.7,3.5,ak20422071,"7km S of Big Lake, Alaska"
2018-12-01T09:04:27.268Z,"61.3586,-149.9826",61.3586,-149.9826,37.7,3.5,ak20422088,"16km NNW of Anchorage, Alaska"
2018-12-01T09:12:04.179Z,"61.3869,-150.0071",61.3869,-150.0071,34,3.7,ak20422117,"16km SSW of Big Lake, Alaska"
2018-12-01T09:15:17.079Z,"61.4421,-149.9446",61.4421,-149.9446,26.9,2.5,ak20422152,"8km S of Big Lake, Alaska"
2018-12-01T09:18:22.667Z,"61.4798,-149.9468",61.4798,-149.9468,36.6,2.8,ak20422156,"4km S of Big Lake, Alaska"
2018-12-01T09:18:49.091Z,"61.5124,-149.9291",61.5124,-149.9291,38,2.8,ak20560783,"1km SE of Big Lake, Alaska"
2018-12-01T09:25:36.258Z,"61.4072,-150.0571",61.4072,-150.0571,36.7,2.8,ak20422210,"13km SSW of Big Lake, Alaska"
2018-12-01T09:42:50.319Z,"61.4567,-149.8918",61.4567,-149.8918,31.5,2.6,ak20422220,"7km SSE of Big Lake, Alaska"
2018-12-01T09:45:34.176Z,"61.4072,-150.048",61.4072,-150.048,28.6,2.6,ak20422227,"13km SSW of Big Lake, Alaska"
2018-12-01T09:53:52.616Z,"61.5049,-149.9561",61.5049,-149.9561,39.8,2.5,ak20422256,"1km S of Big Lake, Alaska"
2018-12-01T09:54:02.652Z,"61.4704,-150.0386",61.4704,-150.0386,30.9,2.5,ak20422257,"7km SW of Big Lake, Alaska"
2018-12-01T10:14:29.262Z,"61.3919,-150.0485",61.3919,-150.0485,57.8,2.6,ak20560831,"15km SSW of Big Lake, Alaska"
2018-12-01T10:18:14.442Z,"61.4567,-149.958",61.4567,-149.958,47.2,3,ak20560834,"7km S of Big Lake, Alaska"
2018-12-01T10:18:31.052Z,"61.3564,-150.0934",61.3564,-150.0934,33.5,3.4,ak20422413,"18km NW of Anchorage, Alaska"
2018-12-01T10:23:16.076Z,"61.4507,-150.0371",61.4507,-150.0371,31.1,2.8,ak20422432,"9km SSW of Big Lake, Alaska"
2018-12-01T10:23:54.768Z,"61.3971,-150.0587",61.3971,-150.0587,31.5,2.9,ak20422458,"14km SSW of Big Lake, Alaska"
2018-12-01T10:29:41.423Z,"61.3622,-149.9704",61.3622,-149.9704,42,2.9,ak20560845,"16km NNW of Anchorage, Alaska"
2018-12-01T10:34:37.623Z,"61.3954,-149.8419",61.3954,-149.8419,28.5,2.5,ak20560849,"15km SSE of Big Lake, Alaska"
2018-12-01T10:39:11.328Z,"61.3727,-150.0279",61.3727,-150.0279,32.8,2.5,ak20422480,"17km SSW of Big Lake, Alaska"
2018-12-01T10:39:44.767Z,"61.3876,-150.0987",61.3876,-150.0987,27.1,2.6,ak20422482,"16km SSW of Big Lake, Alaska"
2018-12-01T10:42:08.461Z,"61.3787,-150.0349",61.3787,-150.0349,33,2.5,ak20422488,"16km SSW of Big Lake, Alaska"
2018-12-01T10:46:42.925Z,"61.4767,-149.9159",61.4767,-149.9159,30.8,2.5,ak20422498,"5km SSE of Big Lake, Alaska"
2018-12-01T10:50:10.180Z,"61.3631,-150.0491",61.3631,-150.0491,33.1,2.6,ak20422505,"18km NNW of Anchorage, Alaska"
2018-12-01T11:06:45.876Z,"61.4115,-150.0659",61.4115,-150.0659,46.2,2.5,ak20560877,"13km SSW of Big Lake, Alaska"
2018-12-01T11:07:17.535Z,"61.4137,-150.0866",61.4137,-150.0866,37,2.7,ak20422542,"14km SSW of Big Lake, Alaska"
2018-12-01T11:11:34.048Z,"61.4341,-149.9092",61.4341,-149.9092,30,2.5,ak20422550,"9km SSE of Big Lake, Alaska"
2018-12-01T11:11:47.367Z,"61.3573,-149.9627",61.3573,-149.9627,45.3,2.5,ak20422553,"13km NNW of Anchorage, Alaska"
2018-12-01T11:14:55.541Z,"61.3517,-150.0051",61.3517,-150.0051,37.5,2.5,ak20422555,"16km SSW of Big Lake, Alaska"
2018-12-01T11:28:10.444Z,"61.494,-149.9139",61.494,-149.9139,35.6,3.6,ak20422573,"3km SSE of Big Lake, Alaska"
2018-12-01T11:29:31.664Z,"61.3605,-149.9711",61.3605,-149.9711,42.2,2.5,ak20560893,"16km NNW of Anchorage, Alaska"
